language,dialect,accent,target_language,original,translation,original_check,translation_check,source,human_original_check,human_translation_check
Persian,"Persian, Iranian",Isfahani,Standard Persian,چیزا زیاتی هس,چیزهای زیادی هست,True,True,https://gheddis.blogsky.com/category/cat-6,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,آیا عالم بیاد,معلوم نیست بیاد,True,True,https://gheddis.blogsky.com/category/cat-6,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من جخ رسیدم,من تازه رسیدم,True,True,https://gheddis.blogsky.com/category/cat-6,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من جخ تازه رسیدم,من تازه رسیدم,True,True,https://gheddis.blogsky.com/category/cat-6,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,در را پیش کن,در را ببند,True,True,https://gheddis.blogsky.com/category/cat-6,0.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,به روح پدرم,به روح پدرم,True,True,https://www.youtube.com/watch?v=GKhsJ8AR818,0.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,کلیپ صوتی خنده دار شب جمعه اصفهانی,کلیپ صوتی خنده دار شب جمعه اصفهانی,True,True,https://www.youtube.com/watch?v=nVOMZJMZNu0,0.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,کوجاین پَ ؟,کجایین پس؟,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,پَ تو کوجای ؟,پس تو کجایی؟,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من هسم، آ بابامم حسن,من هستم، و بابام هم حسن است.,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,0.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دِ آره دِ جونم مرگ شده با یه زا لباسی چرکوندی اومِده بود.,آره، به‌خدا جانم به لبم رسیده؛ با یک مشت لباس چرک و کثیف آمده بود.,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,یه زا آدمی بی معنی,یک مشت آدم بی‌معنی,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اِلای آکِله بیگیری,الهی خوره بگیری,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من جَخ رسیدم,من تازه رسیدم,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,خره حالا باباد که اومِد چوقولیدا بِش میکونم!,حالا بابات که بیاید، چغلی‌ات را به او می‌کنم!,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,برا ﭼﯽ ﭼﯽ؟,برای چی چی؟,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,ﺁﻣﻮ ﻓﯿﻠﻤﻤﻮن نکون!,عمو فیلمِمان را نگیر!,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,پَ یالین سِسا,پس زود باشید، ساعت سه شده.,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,چَند مِگِس مِگِه؟!,چند مگابایت است؟,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اتوبوسِ تا تو ناقولوسیش پر کردس.,اتوبوس تا تهِ نایش را پر کرد.,True,False,https://www.delgarm.com/isfahani-dialect-training.a240735,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,بیا بریم ناهار بخوریم. وای نه یه زا آلاشغال خوردم تو دلم انقلابه.,بیا برویم ناهار بخوریم. وای نه، یک چیز آشغال خوردم، دلم به‌هم ریخته.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,وای خره نبودی بیبینی طرف سِگاسوتاشم اوورده بود.,وای، کاش می‌دیدی؛ طرف همه آدم‌هایش را هم آورده بود.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,خِرندیده همِشا تو کوچا ولحظا میزِند.,خیر‌ندیده همیشه توی کوچه‌ها ول می‌گردد.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,این چای چرا قیله؟,این چای چرا این‌قدر غلیظه؟,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,لباسای من کو؟ همین دمادولاس,لباس‌های من کجاست؟ همین نزدیکی‌هاست.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,چوریا ورمالیدن تو سیبه,جوجه‌ها رفتند توی بن‌بست.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,حسن رفت لا ماشین,حسن تصادف کرد (زیر ماشین رفت).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,هر چی از چکی لپش دراومد نثاری ما کرد.,هرچه از دهانش درآمد نثار ما کرد.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,سکا سینِم گرفتس.,سر و سینه‌ام گرفته است.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,آب اِز چکاچیویلش سرِزیرس عامو.,عرق از صورتش سرازیر است، عمو.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اِگه این کارا بوکونی گلی کمر خنجرد میشکِنِد.,اگر این کار را بکنی مهره‌های انتهای کمرت می‌شکند (یعنی خیلی برایت سخت است).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,زیرو رو میزِنم,بالا می‌آورم (استفراغ می‌کنم).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,بادی یامان بیگیری ایشالله,ایشالا باد یمانی بگیری (گرفتار خناق و بادکردگی گلو شوی).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,الای بالا پر بِزِنی,الهی بال‌بال بزنی و بمیری.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,الای سه قلی بودی,ایشالا سه‌قلو بودی (طعنۀ مزه‌پرانی بی‌نمک).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,تیری غیب بخوری ایشالله,ایشالا تیر غیب بخوری.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,تیری اَجل خورده,تیر اجل خورده است (یعنی مرگش فرا رسیده).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,توپ تو شیکمد بِرِد,توپ توی شکمت برود (کنایه از پرخوری زیاد).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,یار مبارِک پولِکی عروسا اووردن زورِکی,یار مبارک، پولکی! عروس را زورکی آوردند.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,خارسو بیشین رو فشفشه بزا عروسد خوشش باشه,خواهرشوهر بنشین روی فشفشه تا عروست خوشحال شود.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,مثلی سِگی تاتوره خورده میموند,مثل سگی که تاتوره خورده باشد می‌ماند (خیلی بی‌قرار است).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,شبا به چراغِس آ روزا به غِلاغ,شب‌ها به چراغ است و روزها به کلاغ (کنایه‌آمیز).,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اینقد کِریم پِشه بازی درنیار,این‌قدر لوس‌بازی درنیاور.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دِ آره دِ,خب آره دیگه.,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,چه خبِر اَتِر؟,دیگر چه خبر؟,True,False,https://www.beytoote.com/fun/comic-subject/master-discontinuous-esfahani.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,ميوه ها دم پساس,میوه‌ها پشت سر هم هستند.,True,False,https://rasekhoon.net/forum/ThreadShow-20388-1.aspx,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دادا کاغذا چماله نکون....حیف,کاغذها را مچاله نکن... حیف است.,True,False,https://rasekhoon.net/forum/ThreadShow-20388-1.aspx,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دادا ظفتو بیگیرون,ضبط را روشن کن.,True,False,https://rasekhoon.net/forum/ThreadShow-20388-1.aspx,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,خيلی خوب پذيرائی ميکنه جختا بلا انتظار داره خونش هم بريم.,خیلی خوب پذیرایی می‌کند، تازه انتظار دارد به خانه‌اش هم برویم.,True,False,https://rasekhoon.net/forum/ThreadShow-20388-1.aspx,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دای ژون کوژای.,دایی جان شما کجا هستید؟,True,False,https://fa.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D9%87_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اتوبوسِ تا تو ناقولوسیش پر کردس..,اتوبوس را تا خرخره‌اش پر کرده است.,True,False,http://www.ooreh.ir/1400/03/06/post-59/%DA%AF%D9%84%DA%86%DB%8C%D9%86%DB%8C-%D8%A7%D8%B2-%D9%88%D8%A7%DA%98%D9%87-%D9%87%D8%A7%DB%8C-%D8%AC%D8%A7%D9%84%D8%A8-%D8%AF%D8%B1-%DA%AF%D9%88%DB%8C%D8%B4-%D8%A7%D9%88%D8%B1%D9%87-%D8%A7%DB%8C,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,ما وَم مییَیم,ما هم می‌آییم,True,False,https://rangvarang.com/%D8%B2%D8%A8%D8%A7%D9%86-%D8%8C-%DA%AF%D9%88%DB%8C%D8%B4-%D9%88-%D9%84%D9%87%D8%AC%D9%87-%D9%85%D8%B1%D8%AF%D9%85-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,پاش رو مار باشِد ، ور نیمیدارِد,اگر پایش روی مار هم باشد، برنمی‌دارد.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,بِچه بازی در نیار,بچه‌بازی درنیاور.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,مثی چوری شدِس,خیلی لاغر و ضعیف شده است.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,طاقچه بالا گُذاشتِس,خیلی خودش را گرفته است.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,قِسمِت ، قِسمِت جنبون میخواد,قسمت هم تلاش و پیگیری می‌خواهد.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,تبی تند زود عرقِش میچاد,تب تند زود عرق می‌کند.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اصفانیا یه سَت مهمونی میرن ، پنج سَت خدافِظی میکونند,اصفهانی‌ها یک ساعت مهمانی می‌روند، پنج ساعت خداحافظی می‌کنند.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,پابِرَنه نَپـِر تو حرفم,بی‌اجازه وسط حرفم نپر؛ دخالت بی‌جا نکن.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,مِز ِه دَنِشا فهمیدم,از نیتش باخبر شدم.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,خدا کوند این چشم به اون چشم محتاج نَشِد,خدا کند این چشم به آن چشم محتاج نشود.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,گوشت می رِد رو دنبه,همت داشته باش.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,تا مچی پاش رودِس,خیلی غذا می‌خورد.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,آدِم بایِد گربه سری سفره شَم قشنگ باشِد,آدم باید حتی جزئیات سر سفره‌اش هم قشنگ باشد.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,اومدابروشا دُرُس کوند ، زِد چششَم کور کرد,خواست ابرو را درست کند، زد چشم را کور کرد.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,هرکِسی آبی قلبی خودِشا میخورِد,هرکس نتیجه دل و نیت خودش را می‌بیند.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,از آتيشِش کِسي گرم نيمي شِد اما اِز دودش کور مي شِد.,از آتشش کسی گرم نمی‌شود، اما از دودش کور می‌شود.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دَس به تُنبِکي هر کي بِِزِني صدا مي دد.,به هر که دست بزنی صدا می‌دهد.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,نون و پنیر با دل دردش قیمت چلوکباب در میاد,نان و پنیر با دل‌دردش هم‌قیمت چلوکباب درمی‌آید.,True,False,https://jelousoplez.blogfa.com/post/47,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من هسم، آ بابامم هسن,من هستم، بابام هم هست,True,False,https://www.beytoote.com/fun/comic-subject/isfahani-accent-learn-minutes.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,5 آ 4 آ 3,۵ + ۴ + ۳,True,False,https://www.beytoote.com/fun/comic-subject/isfahani-accent-learn-minutes.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,ما وَم ميَيم,ما هم می‌آییم,True,False,https://www.beytoote.com/fun/comic-subject/isfahani-accent-learn-minutes.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,فقط نظر یاددون نردا.,فقط یادتون نره نظر بدید.,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دمی شوما گرم.,دم شما گرم.,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,ما وَم می یَیم,ما هم می‌آییم,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من خودم اصفونیم,من خودم اصفهانی‌ام,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,0.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,لهجه ما دوسدارم,لهجه‌مان را دوست دارم,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,بچا دمی خودیمون گرم,بچه‌ها، دمِ خودمون گرم,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,0.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,دم هر چی بچه اصفهانس گرم دادا,دمِ همه بچه‌های اصفهان گرم، داداش,True,False,https://goldensky.blogsky.com/1389/05/19/post-188/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,آموزش لهجه اصفهانی,آموزش لهجهٔ اصفهانی,True,False,https://www.youtube.com/watch?v=HJytZndhSD8,0.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,کِکه چیست !!!؟,«کِکه» یعنی چه؟,True,False,https://www.youtube.com/watch?v=HJytZndhSD8,0.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,پَ تو کوجاي ؟,پس تو کجایی؟,True,False,http://www.nooriazbehesht.ir/post/1439/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1-%D8%B2%D8%A8%D8%A7%D9%86-%D9%84%D9%87%D8%AC%D9%87-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B5%D9%88%D8%AA%DB%8C.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,من جَخ رسيدم,من تازه رسیدم.,True,False,http://www.nooriazbehesht.ir/post/1439/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1-%D8%B2%D8%A8%D8%A7%D9%86-%D9%84%D9%87%D8%AC%D9%87-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B5%D9%88%D8%AA%DB%8C.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,لباسا من کوجاس؟,لباس‌های من کجاست؟,True,False,http://www.nooriazbehesht.ir/post/1439/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1-%D8%B2%D8%A8%D8%A7%D9%86-%D9%84%D9%87%D8%AC%D9%87-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B5%D9%88%D8%AA%DB%8C.html,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,در و پیش کن,در را ببند.,True,False,http://www.nooriazbehesht.ir/post/1439/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1-%D8%B2%D8%A8%D8%A7%D9%86-%D9%84%D9%87%D8%AC%D9%87-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B5%D9%88%D8%AA%DB%8C.html,1.0,0.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,بوگو چیطو شد,بگو چطور شد,True,False,https://www.mehrnews.com/news/6056974/%D8%A7%DB%8C%D9%86-%D9%82%D8%B7%D8%B9%D9%87-%D8%A7%D8%B5%DB%8C%D9%84-%D8%B1%D8%A7-%D8%A8%D8%A7-%D9%84%D9%87%D8%AC%D9%87-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C-%D8%A8%D8%B4%D9%86%D9%88%DB%8C%D8%AF,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,سلام حالدون خوبه چه خبرا چکار میکنین,سلام، حال‌تان خوب است؟ چه خبرها؟ چه کار می‌کنید؟,True,False,https://www.alibaba.ir/mag/travel-podcast/radiodoredonya15/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,کوجا می‌خوای بری؟!,کجا می‌خواهی بروی؟,True,False,https://www.alibaba.ir/mag/travel-podcast/radiodoredonya15/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,به قول اصفهانیا حالتون چمچه مال بود,به قول اصفهانی‌ها حال‌تان خوب نبود/بی‌حال بودید.,True,False,https://www.alibaba.ir/mag/travel-podcast/radiodoredonya15/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,رسولی کجای؟ زنتو چرا نیاوردی؟ چه خبرا؟,رسولی، کجایی؟ چرا همسرت را نیاوردی؟ چه خبرها؟,True,False,https://www.alibaba.ir/mag/travel-podcast/radiodoredonya15/,1.0,1.0
Persian,"Persian, Iranian",Isfahani,Standard Persian,به قول سیدیا,به قول خمینی‌شهری‌ها,True,False,https://www.alibaba.ir/mag/travel-podcast/radiodoredonya15/,1.0,1.0
