language,dialect,accent,country,text
Persian,Persian,General,Iran,سلامت کیفیت و طعم عاااالی
Persian,Persian,General,Iran,من دو کیلو سیب زمینی سفارش دادم ولی یک کیلو فرستادید
Persian,Persian,General,Iran,ممنون از غذا با پیامی که گذاشته بودم رستوران هم زحمت کشید حجم مناسبی از برنج رو گذاشته بود
Persian,Persian,General,Iran,ایندفعه نه تنها کوکا مشکی ندادید بلکه دو تا نوشابه زرد مختلف فرستادید چند بار باید من این موضوع رو بنویسم براتون؟
Persian,Persian,General,Iran,سلام، من بار دوم بود که سفارش میدادم، متاسفم که اینو میگم ولی فکر میکنم فقط برای سفارش اول کیفیت و تازگی رو رعایت کرده بودن، سفارش دوم بسیار بی کیفیت و بد بود، سالاد غیر قابل خوردن مرغ بو میداد کاهو تازه نبود ژامبون خراب بود و کلا دور انداختم. پاکت سفارش کاملا پاره بود انگار زمین خورده بود و همه چی قاطی شده بود. فقط منصفانه بگم هر دو سفارش به موقع و درب منزل تحویل داده شد که ازین بابت ممنونم
Persian,Persian,General,Iran,آنقدر سوخاری افتضاح ونپخته بود که که ما حتی دوبار سفارش رو بخاطر بدبودن ونپختگی برگردوندیم ولی متاسفانه بازم همین بود قشنگ بوی بد مرغ نپخته به دهنت میومد وخیلی بد بود روش نزدیک ۵سانت سوخاری داشت. در کل خیلی بد بود
Persian,Persian,General,Iran,میزان تخم مرغ ۱عدد کافی نیست حداقل ۲تا
Persian,Persian,General,Iran,خیلى خوب بود فقط یکم آب شده بود تا رسید دستم و اینکه یادم رفت بگم بستنى سنتى ندارید ولى ٢ تاى دیگه عالى بود
Persian,Persian,General,Iran,غذا عالی بود و با توجه به دوری و زیاد بودن مسیر، ساندویچ‌ها داغ و عالی بود برخورد پیک و نحوه تحویل هم عالی بود
Persian,Persian,General,Iran,عالی و قابل اعتماد
Persian,Persian,General,Iran,پاستا بد و خشک بود با وجود اینکه تاکید داشتم ک سس رو بیشتر بزنن و سرد بود
Persian,Persian,General,Iran,نوشابه رو ارسال نکرده بودن هات داگ خوب بود ولی مقداری سرد شده بود
Persian,Persian,General,Iran,من ۵ پرس خوراک جوجه سفارش داده بودم ۱ ران و بقیه سینه با تاخیر بسیار زیاد بدستم رسید متاسفانه هر ۴پرس سینه در یک ظرف کوچک و بدون دورچین بود روی کل ظرف ۲عدد فلفل و ۴ عدد گوجه بود! از این جالبتر تعداد قطعات نان بود که فقط ۲ قطعه اندازه کف دست نان سنگک داشت هر چقدر کیفیت خوب باشه که به نظر میهمانانم عادی بود و نه خیلی خاص بازهم این رفتار زیبا نیست باید حجم غذا و نان و دورچین متناسب سفارش و مبلغ پرداختی باشه
Persian,Persian,General,Iran,شیرینی بسیار کهنه بود و اصلا قابل خوردن نبود. من همیشه از شما خرید میکردم اما به دیگر هیچ عنوان از شیرینی فروشی شما خرید نخواهم کرد.
Persian,Persian,General,Iran,کل فرایند سفارش تا تحویل نیم ساعت طول کشید. دامنه‌ی ثبت سفارشات رو وسیع‌تر کنید عالی میشه
Persian,Persian,General,Iran,خمیر پیتزا انگار مونده بود و بیات شده بود قبلا هم از شعبه دیگه سیب سفارش داده بودم اونا خوب بود ولی ایندفعه کیفیتش افت کرده بود
Persian,Persian,General,Iran,پیتزایی که به دستم رسید سرد شده بود. کیفیتش خوب بود.
Persian,Persian,General,Iran,خیلی خیلی مانده و خشک بود، انگار ساعتها تو فضای باز بوده.
Persian,Persian,General,Iran,بازهم جنسی رو که فرستادن از تاریخ تولیدش خیلی گذشته نون لوواش سه نانی که برام فرستادن مال دوشنبه است.
Persian,Persian,General,Iran,سس نداده بودین. یدونه بود برای ۳ تا پیتزا!!
Persian,Persian,General,Iran,بسیار سرد بود و بی کیفیت
Persian,Persian,General,Iran,چه رستورانی ک نون نداره
Persian,Persian,General,Iran,همیشه بادقت و سریع
Persian,Persian,General,Iran,پیک داغ رسوند طعم هم عالی بود
Persian,Persian,General,Iran,با عرض سلام و احترام با تشکر از زحمات عزیزان، بسیار عالی بود
Persian,Persian,General,Iran,کیفیت عالی بود. مشتری همیشگی شیلا هستم. ممنون از اینکه رضایت مشتری براتون مهمه
Persian,Persian,General,Iran,دستتون درد نکنه خیلی عالی طعم وکیفیت
Persian,Persian,General,Iran,خود جوجه کبابش عالی بود
Persian,Persian,General,Iran,عالی بود. پیک بسیار مودب. به موقع و سریع ارسال شد. ممنون
Persian,Persian,General,Iran,خوب بود، انتظار ظاهری جذاب‌تر از هدداگ دریافتی داشتم.
Persian,Persian,General,Iran,غذا کاملاسرد شده بود. خواهشا پیگیری گردد.
Persian,Persian,General,Iran,به موقع و سریع در منزل اومد …
Persian,Persian,General,Iran,خدمت مدیریت محترم رستوران خسته نباشید میگم کیفیت پیتزاها واقعا عوض شده نه اینکه قبلا خوب نبوده نه اصلا اگر اینجور بود که من سفارش ثبت نمیکردم ولی میخوام بگم خمیر پیتزاها محشر شده کیفیت سوسیس و بیکن عالی بود ممنونم از شما
Persian,Persian,General,Iran,خیلی خوشمزه بود سس داخل ساندویچ عالی بود. یکم پنیر سیبزمینی اگه بیشتر آب بشه بهتره
Persian,Persian,General,Iran,سلام، تنها موردی که هست اینه که فیله مرغ‌ها چاشنی خاصی نداشت و نمکش کم بود واقعا، سایر موارد خوب بود، مرسی
Persian,Persian,General,Iran,خیلی خوب بود و مواد اولیه درجه یک و تازه هم استفاده شده بود سپاسگزارم
Persian,Persian,General,Iran,پیتزا عالی بود بسیار لذیذ و داغ با سس و طعم خاص. واقعا ممنون
Persian,Persian,General,Iran,سلام بر خلاف همیشه که خیلى عالى بود طعمش. خیلى خیلى شوربود واصلا قابل خوردن نبود متاسفانه. و اینکه از نظر مسیر هم خیلى نزدیک هستیم ولى خیلى دیر رسید.
Persian,Persian,General,Iran,خیلی بد مزه و خیلی بوی بدی میدا قارچ و گوجه هم نداشت
Persian,Persian,General,Iran,ممنونم از خدمترسانی در این روزهای سخت. خداقوت
Persian,Persian,General,Iran,سس داخل ساندویچ بسیار زیاد بود و چرب
Persian,Persian,General,Iran,واقعا نونش خوشمزه بود عالی آدرس نانوایی رو میخوام
Persian,Persian,General,Iran,این دفعه خیلی تاخیر داشتن
Persian,Persian,General,Iran,خیلی خوشمزه بود، حجمشم خوب بود، ممنون.
Persian,Persian,General,Iran,طعم غذاها خیلیییی بد بود.. یکی از بدترین پیتزاها و بدترین لازانیایی بود که خوردم
Persian,Persian,General,Iran,غذاش بدک نبود وقت از چیزی که فکر میکردم یکم کوچیکتر بود
Persian,Persian,General,Iran,متاسفانه طعم سوخاری هاشون ثبات نداره یعنی تو هر سفارش یه بار چاشنیش رو زیاد میزنن یه بار اصلا چاشنی نمیزنن یه بار سیب زمینی شو پر پر میفرستن یه بار سیب زمینی‌های مونده رو میزارن توش میفرستن در کل سوخاری هاشون خوبه ولی جایی نیست که بخوام برا همیشه از اینجا سفارش بدم
Persian,Persian,General,Iran,سلام لطفا یا تخفیف ندید یا اگه تخفیف میدید واقعا تخفیف بدید! نه این که از حجم غذا کم کنید … مقدار سیب زمینی چیکن استریپس که خیلی کم بود اصن … کیفیت پیتزا هم داره میاد پایین … من مشتری اینجا هستم و همیشه راضی بودم ولی این دفعه …
Persian,Persian,General,Iran,خیلی سریع اورد، گرم بود، سس کم داشت، توضیحاتو نخنوده بودن. مخلفات، بسیار بسیار کم بود …
Persian,Persian,General,Iran,با سلام، کیفیت پیتزا سیب تو شعبات مختلف انگار متفاوته!
Persian,Persian,General,Iran,سوپرمارکت بسیار خوبی هست و ارسال هم به موقع بود، برخورد پیک هم عالی
Persian,Persian,General,Iran,بجای ۲ عدد کوکاکولا ۳۰۰ سی سی، ۲ عدد ۱/۵ لیتری ارسال شده! الان چه کنیم؟ برگردونیم یا مابه‌التفاوت رو پرداخت کنیم؟
Persian,Persian,General,Iran,ممنون خوشمزه بود عاشق بستنی
Persian,Persian,General,Iran,ساندویچ بلغاری ساده واقعا بی کیفیت بود ولی قارچ و پنیر عالی بود
Persian,Persian,General,Iran,بر خلاف دفعات قبل مزه و بوی زیاد روغن کهنه میداد
Persian,Persian,General,Iran,کیفیت و بسته بندی خوب بود و همین طور به موقع هم رسید اما قاشق چنگال فراموش شده بود ممنون
Persian,Persian,General,Iran,نان خرمایی سوخته و بی کیفیت بود
Persian,Persian,General,Iran,یکم دیر رسید در حد ۱۰ دقیقه ولی باروژ عالیه و خیلی ناراحت شدم ۲۰ امتیاز ازشون کم شد کیفیتشون عالی و همیشه یکجوره
Persian,Persian,General,Iran,پیتزا خانواده با مبلغ ۵۹۰٫۰۰۰ ریال اندازه پیتزا با سایز معمولی میباشد نسبت قیمت با سایز اصلا همخوانی ندارد.
Persian,Persian,General,Iran,افتضاح بود. معده درد گرفتم و کمی حالت تهوع!!!!
Persian,Persian,General,Iran,خیلی خوشمزه و عالی بود مرسییی
Persian,Persian,General,Iran,غذا خیلی معمولی بود. کباب دیگی در حد غذایی که در قهوه خانه‌ها سرو میشه. بد نبود ولی اینقدر دیر آوردن از دهن افتاده بود
Persian,Persian,General,Iran,کیفیت سالاد سزار بسیار پایین بود. سس سالاد بد مزه و مرغ کاملا مانده و بد طعم بود. نان تست در سالاد استفاده نشده بود و گوجه‌ها پلاسیده بودند.
Persian,Persian,General,Iran,کیفیت غذا متوسط ۴۰۰۰ تومن هزینه بسته بندی برای ۲تا ظرف الومینیومی بسیار زشت و توهین امیزه. مگه بقیه رستورانها پول ظرف میگیرن؟ میخواستین تو کیسه فریزر بریزین غذاتونو؟ اصلا یعنی چی؟؟؟؟
Persian,Persian,General,Iran,مغایرت در برند سفارش و برند دریافتی
Persian,Persian,General,Iran,کیفیت با توجه به قیمت خوب بود. بسته بندی خیلی مرتب بود. امیدوارم کیفیت همینطور خوب بمونه.
Persian,Persian,General,Iran,ممنونم بابت مدیریت خوب سوپرمارکت و همچنین بچه‌های اسنپ
Persian,Persian,General,Iran,غذا فوق العاده مونده بود ١:٣٠ هم طول کشید تا برسد.
Persian,Persian,General,Iran,یه قاشق چنگال نذاشته بودند
Persian,Persian,General,Iran,"کیفیت عالی,,اما چیدمان شیرینی کامل بهم خورده بود."
Persian,Persian,General,Iran,همانند همیشه همه چیز عالی بود. ضمن اینکه نکات بهداشتی کاملا رعایت شده بود. ممنون از زحمات شما.
Persian,Persian,General,Iran,نان‌ها سوخته بود و اصلا راضی نبودم
Persian,Persian,General,Iran,برخلاف دفه‌های قبل که خیلی خوشمزه بود این دفه همش موز له شده بود!
Persian,Persian,General,Iran,پوره سیب زمینی ارسال نشده بود
Persian,Persian,General,Iran,مزه غالب فقط شکر بود و بسیار یخ طوری که انگار داخل فریز بوده یا نصف بطری با یخ پودری و نصف آن باشیرموز و شکر پر شده خوب نبود
Persian,Persian,General,Iran,سفارش همیشه به این سرعت برسه دست آدم عالیه. خیلی ممنون
Persian,Persian,General,Iran,کیفیت غذا بد نبود از لحاظ طعم هم بدک نبود من پیتزای خیلی خوشمزه‌تر از این هم خوردم سس خیلی کم ارسال کرده بودن کلهم رو یه اسلایس پیتزا ما سس زدیم بقیه رو بدون سس خوردیم لطفا رسیدگی کنید تو ارسال سس خساسست نکنن!!!
Persian,Persian,General,Iran,کیفیت غذا طبق معمول استانداردهای مطلوب رو پاس می‌کنه و نکته جالب برام این بود که در زمان کم سفارشم رسید، و پیتزا کاملا داغ بود، طوری که احساس کردم فاصله دو کیلومتری تا رستوران نبوده و پرپروک یه شعبه طبقه بالا زده! نکته جالب دیگه خدمات محترمانه و با کیفیت اسنپ‌فوده که برای تعویض آیتم ناموجود در رستوران بلافاصله تماس گرفتن و چقدر محترمانه جایگزین کردن با آیتم دیگه و البته گفتن اختلاف قیمت بیشتر دو آیتم رو مهمون اسنپ‌فود هستید. راضی ام ازشون
Persian,Persian,General,Iran,درشان رستوران شما نیست. انگار هرچی بقایای مرغ داشتین، تو مایه سوخاریش کردین و فرستادین. درضمن خیلی بده که با سفارشاتون ۱دونه سس چیلی یا هات نمیزارین و حتما باید جدا سفارش داد
Persian,Persian,General,Iran,کوبیده اصلا خوب نبود
Persian,Persian,General,Iran,بد نیست خوبه. ولی پیتزا آلفردوش خیلی خوشمزه‌تر بود
Persian,Persian,General,Iran,ضمن تشکر بابت ارسال به موقع کیفیت غذا به لحاظ طعم زیاد مطلوب نبود. جوجه کباب نسبتا خوش طعم نبود. ضمن اینکه آب زیادی زیر اون بود که حس بدی ایجاد می‌کرد. به نظرم جوجه تون رو باید یکم مزه دار کنید به ترشی یا ادویه مخصوص … اما حجمش نسبت به قیمت خیلی خوب بود. ممنون
Persian,Persian,General,Iran,من همیشه پیتزا چانو سفارش مى دادم و بسیار دوست داشتم ولى این بار پیتزا اصلن مثل دفعات قبل نبود و طعم همیشگى رو نداشت. راضى نبودم.
Persian,Persian,General,Iran,لطفا محصولات متنوع و برندهای متفاوت اضافه شود
Persian,Persian,General,Iran,واقعا بدترین غذایی بود که به عمرم خوردم و سریع انداختمش دور و واقعا مناسفم بابت این کیفیت. انقد گوشت خشک و بدمزه بود که ….
Persian,Persian,General,Iran,خوب بود فقط ۴ تا از تخم مرغها شکسته بود
Persian,Persian,General,Iran,بسیار سریع و وقت شناس
Persian,Persian,General,Iran,غذا کاملا سرد بود و همبرگر‌ها که اصلا کیفیت نداشت مزه گوشت نمیداد در هر حال خیلی بد بود،،،
Persian,Persian,General,Iran,سلام کیفیت چیز برگر خیلی بالا نبود ونونش خمیر شده بود
Persian,Persian,General,Iran,بدون هماهنگی به جای بستنی شیر شکلاتی، بستنی شیری آورده شد.
Persian,Persian,General,Iran,مثل همیشه خوب بود اما یککم زمان ارسال که بیشتر از یک ساعت شد طولانی بنظر میرسه.
Persian,Persian,General,Iran,همه چیز عالی، بسته بندی و کیفیت غذا همچنین برخورد پیک بسیار مناسب و خوب بود، حجم غذا خیلی خوب و طعم غذا هم خوب بود، با تشکر از پرسنل رستوران و اسنب فود
Persian,Persian,General,Iran,متاسفانه کیفیت غذاها به طور قابل توجهی کاهش پیدا کرده. دیگه به هیچ رستوران و فست فودی نمیشه اعتماد کرد …
Persian,Persian,General,Iran,گوشت و مرغی نداشت سس مخصوص ام نداشتم بدنبود اوکی بود به عنوان پیتزا.
Persian,Persian,General,Iran,دوغی که سفارش داده بودم ارسال نشده بود و نوشابه هم به جای ۲ تا ۲۵۰ میل ۲ تا خانواده فرستاده بودن!
Persian,Persian,General,Iran,سلام وقتتون به خیر، متاسفانه تخم مرغ‌ها دوتاش شکسته بود و ماست هم آبش ریخته بود و بیسکویت هم اونی نبود که سفارش داده بودم
Persian,Persian,General,Iran,بهترین ردولوتی‌که تا الان خورده بودیم
Persian,Persian,General,Iran,سلام بنده خیلی سفارش دادم از قدیم تا الان ولی این سری ژامبون مرغتون خیلی بد بود خیلی نمیدونم چرا واقعا با اینکه یه موقع‌ها نوع ژامبون مرغتون با دفعه قبلی تفاوت داشت ولی این سری خیلی بد بود
Persian,Persian,General,Iran,خیلی سریع السیروعالی بسته، بندیشم خوب بودperefect
Persian,Persian,General,Iran,خوشمزه بود ولی قورمه سبزی لاپلو خیلی سوخته بود و کوبیده هم همش چربی بود و شور، ما خودمون تهیه غذای خونگی داریم و هیچوقت غذای سوخته رو به مشتری نمیدیم چون مادرم میگن درست نیست و زشته مشتری هم مثل مهمان هستش ولی شما غذارو با اون حجم از سوختگی میفرستین برا مشتری
Persian,Persian,General,Iran,سلام انتظارم از آلمالو بیشتر بود چون غذا هم سرد بود و هم کم حجم شده بود مواد به کار برد۶ هم خیلی کم شده بود
Persian,Persian,General,Iran,رسف انگار مونده بود
Persian,Persian,General,Iran,خیلی شور بود و اصلا مزه کباب تابه نمیداد
Persian,Persian,General,Iran,خوراک مرغتون فوق العاده بود، امیدوارم بقیه غذا‌ها هم به همین خوبی باشه
Persian,Persian,General,Iran,ته دیگش اگه بشرته‌تر بود بهتر میشد اما درکل خوب بود
Persian,Persian,General,Iran,غذا واقعا بد بود کلا خشک بود اصلا نمیشد خوردش. برنجش بی کیفیت و مرغشم خشک و سفت مونده بود انگار. در کل اصلا راضی نبودم حیف پول.
Persian,Persian,General,Iran,متاسفانه به کیفیت دفعات پیش نبود و سوال دارم از مدیریت رستوران چرا میرزا قاسمی رو حذف کردن از لیست غذاهاشون
Persian,Persian,General,Iran,داخل هر دو تکه مرغ سوخاری خام و صورتی رنگ بود
Persian,Persian,General,Iran,خوشمزه و مغز پخت بود.
Persian,Persian,General,Iran,بجای شیر چوپ-ن-شیر میهن فرستادن
Persian,Persian,General,Iran,خیلی خوب بود میوه‌های یه کم گرون بود اما چقدر خوب که شیان هم سفارش میگیرند
Persian,Persian,General,Iran,ممنون در مجموع خوب بود فقط فالوده‌اش هیچ شربتی چیزی نداشت. فقط رشته بود
Persian,Persian,General,Iran,بسیار تازه و خیلی خوشمزه!! البته تو مهمونی خوردنش خیلی سخته D: تو خونه دور هم بخورید راااحت D:
Persian,Persian,General,Iran,چند بار سفارش داده شده و هر بار قاشق و چنگال نمیزارن
Persian,Persian,General,Iran,قیمت روی خود کالباس خورده ١٤٣٠٠تومان ولی ١٩٣٠٠محاسبه گردیده است
Persian,Persian,General,Iran,فاجعه بود خواهش میکنم یا روی یک غذا تخفیف ندین یا وقتی تخفیف میدین همون غذای همیشگی رو ارسال کنید. پیتزایی که به دست امروز به دست من رسید بیشتر یه بربری بود با کمی پنیر پیتزا.
Persian,Persian,General,Iran,به توضیحات درخواست توجه نکردین
Persian,Persian,General,Iran,نان سنگک سبزیجات آوردن که بوی تند زیره میده نان اصلا نمیشه خورد
Persian,Persian,General,Iran,جوجه بسیار خوب بود فقط برنج کته آن بسیار پرچرب و غیر قابل خوردن بود باتشکر
Persian,Persian,General,Iran,واقعا غذاش گرم و خوشمزه بود و کاملا راضی بودم
Persian,Persian,General,Iran,غذا خیلی خوب بود ولیکاش بسته بندی‌شون کم حجم‌تر و کمی دوستدار محیط زیست بود که برای هر غذا یه کارتن بزرگ مقوایی دور انداخته نشه
Persian,Persian,General,Iran,سلام نان خوب بود من ۵ستاره دادم اما برای نایلون هزار تومان زیاده
Persian,Persian,General,Iran,خیلی مرتب و در کیسه بود و گرم بود عالی عالی از دفعه قبل خیلی بهتر
Persian,Persian,General,Iran,بسته بندی تمیز کیفیت محصولات هم بسیار خوب. لطفا در صورت امکان منو میوه تنوع بیشتری داشته باشد امروز چون موز تو منو نبود از سوپر میوه‌های دیگه اسنپ فود خرید کردم اصلا کیفیت مناسبی نداشت و واقعا تعهد و کیفیت سبزی من بسیار عالی و غیر قابل مقایسه است
Persian,Persian,General,Iran,کبابش از این نرو‌تر نمیشد واقعا عالی بود
Persian,Persian,General,Iran,عالی بود و داغ به دستم رسید، اولین سفارشم از این رستوران بود، حتما بازم سفارش میدم.
Persian,Persian,General,Iran,یعنی واقعا یه نی نمیتونستید بفرستید؟
Persian,Persian,General,Iran,مرغ داخل پیتزا کمی بو میداد
Persian,Persian,General,Iran,کیفیت خوب بود اما با اینکه فاصله منزل تا رستوران کم است غذا سرد بود خصوصا گوجه و جوجه
Persian,Persian,General,Iran,سلام من بار اول بود از این رستوران سفارش گرفتم. واقعا عالی بود مخصوصا ماکارنی. همه‌ی مواد درجه یک و اینکه کمتراز یکساعت زمان برد برای تحویل و غذاهم داغ داغ بود. ممنونم از کیفیت خوب غذا
Persian,Persian,General,Iran,خیلی خوشمزه بود ولی متاسفانه دیر رسید
Persian,Persian,General,Iran,سفارش به موقع به دست ما رسید و حتی از سوپرمارکت تماس گرفتند و چون روغن سایز کوچک نداشتند آن را با روغن سایز بزرگ عوض کردیم. ممنون از اسنپ‌فود که در این شرایط دشوار بهترین خدمات را ارائه می‌دهند.
Persian,Persian,General,Iran,ضعیف‌ترین جوجه‌ای که خوردم فوق العاده بی کیفیت
Persian,Persian,General,Iran,خیلی خوش طعم بود. هر دو را بدون سس خوردیم
Persian,Persian,General,Iran,اینقد کم بود ریختم پا چشمم
Persian,Persian,General,Iran,کیفیت نان و شیرینی و پیراشکی خوب و خوشمزه بود. فقط هماهنگی موجود نبودن کالا بعد خرید، کلافه کننده بود
Persian,Persian,General,Iran,همه چیز خوب بود اما قاشق و چنگال یکبار مصرف نداشت!
Persian,Persian,General,Iran,سالادسزارکه نه گوجه ونه زیتون ونه پنیرپارمزان داشته باشه سزارنیست بااین حجم بسیارکمش پیتزاهم که کاملاسردسردبود
Persian,Persian,General,Iran,نکته جالب توجهی که تو این سفارش دیدم این بود که ماکارونی رو کم چرب درست کرده بودن و سس چرب رو کنارش گزاشته بودن که هرکسی خواست استفاده کنه. واقعا کار خوبی کردین. من خیلی کم نظر میدم ولی از این کارتون خوشم اومد. اگه لوبیا پلو هم کم چرب کنین عالیه. واقعا رستوران غذاش خوبه. بازم سفارش بدم خوب باشه نظر میدم. ممنون
Persian,Persian,General,Iran,مزه به نسبت قیمت چیز قابل توجهی نبود من فقط ته چینشو تونستم بخورم. مشکل اصلی تاخیر خیلی خیلی زیاد بود
Persian,Persian,General,Iran,خوب بود ولی پنیر خیلی کم داشت
Persian,Persian,General,Iran,سفارش بدین صفا کنید عالی بود
Persian,Persian,General,Iran,تزیین کیک خوب بود اما طعم کیک خیلی خوب نبود زیرا از بستنی زعفرانی استفاده شده بود که با کیک شکلاتی مزه خوبی نداشت و بر خلاف توضیحات مواد داخل کیک، موز در ترکیبات نبود!
Persian,Persian,General,Iran,اول که خیلی کوچیک نان بیکیفیت هات داگ بی کیفیت جعفری وسطش فک کنم ۲ پر بود نه خیارشوری اون چه سسی بود زده بودید واقعا افتضاح بود افتضاححححح
Persian,Persian,General,Iran,خیلی خوب بود. یک پیشنهاد روی چیپس و پنیر یکم کالباس هم بریزین بعد پنیر بریزین عالی میشه
Persian,Persian,General,Iran,کیفیت و حجم بال سوخاری خیلی خوب بود.
Persian,Persian,General,Iran,برخلاف منو، ذرت و بیبی کورن در سالاد نبود
Persian,Persian,General,Iran,مرغ سوخاری سفارش دادم که کاملا ابدار و نپخته و صورتی بود گوشت مرغ، انقدر نپخته بود که نمیشد خورد اما سیب زمینی و سالاد کلم خووب بودن
Persian,Persian,General,Iran,گوشتش مونده بود انگار.. آورده بود سرد بود.. خمیرشم گوشه هاش ی جوری بود.. کلا خوب نبود نمیرزید
Persian,Persian,General,Iran,خیلی به موقع رسید فقط حجم غذا نسبت به قیمت آن کم بود ولی کیفیت غذا مناسب بود باتشکر
Persian,Persian,General,Iran,غذا بسیار بى مزه بود و سس سالاد کلم خیلى متفاوت و بد مزه بود!
